"PackageId","Version","Published","StaleDays","LastChecked"
"010editor","16.0.0","2025-09-21","339","2026-08-26"
"010editor.install","16.0.0","2025-09-21","339","2026-08-26"
"010editor.portable","16.0.0","2025-09-21","339","2026-08-26"
"0ad","","2026-08-18","8","2026-08-26"
"0install","2.29.3","2026-08-07","19","2026-08-26"
"0install.install","2.15.1","2018-07-25","2954","2026-08-26"
"0install.portable","2.15.1","2018-07-25","2954","2026-08-26"
"0patch","22.11.11.10550","2023-02-22","1281","2026-08-26"
"1c-barcode-printing","8.0.14.2","2018-04-04","3066","2026-08-26"
"1c-barcode-scanner","8.0.8.4","2018-03-04","3097","2026-08-26"
"1c-its","8.3.0","2018-10-18","2869","2026-08-26"
"1cfresh-client","8.5.1.989","2025-10-23","307","2026-08-26"
"1clipboard","0.1.8.20231119","2023-11-18","1012","2026-08-26"
"1password","8.12.34","2026-08-25","1","2026-08-26"
"1password-chrome","2.24.2","2024-06-13","804","2026-08-26"
"1password-cli","2.39.0","2026-08-15","11","2026-08-26"
"1password4","4.6.2.62601","2024-09-26","699","2026-08-26"
"1password7","7.9.836","2025-01-22","581","2026-08-26"
"1password8","8.12.34","2026-08-25","1","2026-08-26"
"1remote","1.0.0.20260714","2026-07-14","43","2026-08-26"
"2fast","1.5.1","2026-03-25","154","2026-08-26"
"2gis","3.16.3","2018-05-10","3030","2026-08-26"
"360ts","11.0.0.1314","2026-04-13","135","2026-08-26"
"360tse","8.8.0.1119","2019-12-19","2442","2026-08-26"
"3cx","18.13.959","2024-02-13","925","2026-08-26"
"3dduke-shareware","1.3.0","2019-06-07","2637","2026-08-26"
"3dmark","2.6.6238","2019-01-03","2792","2026-08-26"
"3dslicer","5.12.0.34621","2026-07-01","56","2026-08-26"
"3dsmax","2027.29.0.3590","2026-04-15","133","2026-08-26"
"3proxy","0.9.3","2020-12-04","2091","2026-08-26"
"3rvx","2.9.2.10","2018-03-06","3095","2026-08-26"
"3va","2.1.2","2026-06-30","57","2026-08-26"
"404Skill-CLI","0.1.9","2025-06-08","444","2026-08-26"
"4k-slideshow-maker","2.0.1","2021-10-30","1761","2026-08-26"
"4k-stogram","4.9.0","2024-05-19","829","2026-08-26"
"4k-tokkit","26.0.0","2026-07-15","42","2026-08-26"
"4k-video-downloader","4.33.5","2025-01-16","587","2026-08-26"
"4k-video-to-mp3","3.0.1","2021-10-30","1761","2026-08-26"
"4k-youtube-to-mp3","26.3.1","2026-08-17","9","2026-08-26"
"4t-tray-minimizer","6.7.0","2017-08-13","3300","2026-08-26"
"64gram","1.2.7","2026-08-07","19","2026-08-26"
"7-taskbar-tweaker","5.15.4","2026-02-27","180","2026-08-26"
"7KAA","2.14.15","2015-11-20","3932","2026-08-26"
"7tt","5.15.4","2025-12-25","244","2026-08-26"
"7zip","26.2.0","2026-06-27","60","2026-08-26"
"7zip-zstd","1.5.2.1","2023-01-17","1317","2026-08-26"
"7zip.commandline","16.2.0.20170209","2017-02-09","3485","2026-08-26"
"7zip.install","26.2.0","2026-06-27","60","2026-08-26"
"7zip.portable","26.2.0","2026-06-27","60","2026-08-26"
"8gadgetpack","42.0.0","2026-05-31","87","2026-08-26"
"8x8virtualoffice","99.99.99.99","2021-10-24","1767","2026-08-26"
"8x8work","8.34.1.11","2026-06-26","61","2026-08-26"
"9kw-client","1.2.1","2018-07-03","2976","2026-08-26"
"a0toolkit","1.4.0","2018-11-01","2855","2026-08-26"
"aacgain","1.9.0.2","2014-11-16","4301","2026-08-26"
"aaclr","1.0.2","2015-03-29","4168","2026-08-26"
"ab-download-manager","1.10.2","2026-08-23","3","2026-08-26"
"ab-download-manager.portable","1.10.2","2026-08-23","3","2026-08-26"
"abaclient","4.3.1194","2026-08-05","21","2026-08-26"
"abalect","1.0.0","2024-09-02","723","2026-08-26"
"ABC-Update","3.2.0","2023-04-30","1214","2026-08-26"
"abilityoffice","10.0.3","2020-07-08","2240","2026-08-26"
"absolute-uninstaller","6.0.1.26","2026-08-11","15","2026-08-26"
"acardaoutboundagent","7.4.0.2988","2019-08-02","2581","2026-08-26"
"acardaoutboundsolo","7.4.0.298801","2019-11-14","2477","2026-08-26"
"Accents","1.0.20240510","2024-05-10","838","2026-08-26"
"access-data-registry-viewer","1.8.0.5","2016-11-30","3556","2026-08-26"
"access-to-mysql","5.2.0.252","2014-10-30","4318","2026-08-26"
"access2016runtime","4288.1001.1","2018-02-27","3102","2026-08-26"
"accesschk","6.15.0","2022-05-12","1567","2026-08-26"
"accessdirector","2.5.0","2018-08-02","2946","2026-08-26"
"accessenum","1.32.0","2015-07-02","4073","2026-08-26"
"accesspv","1.12.0","2016-02-04","3856","2026-08-26"
"acddokannet","1.7.3","2017-04-16","3419","2026-08-26"
"ace","1.3.0","2015-03-10","4187","2026-08-26"
"acestream","3.1.32","2019-04-18","2687","2026-08-26"
"achievement-watcher","1.6.8","2022-08-11","1476","2026-08-26"
"ack","3.4.0","2020-07-23","2225","2026-08-26"
"acli","1.4.0","2024-03-13","896","2026-08-26"
"acm","1.0.0","2016-02-04","3856","2026-08-26"
"acme-sh","3.1.4","2026-07-18","39","2026-08-26"
"acmesharp-posh-all","0.8.1","2016-01-26","3865","2026-08-26"
"acr","2.18.2","2021-01-08","2056","2026-08-26"
"acronis-drive-monitor","1.0.566","2019-08-10","2573","2026-08-26"
"acronis-vdi","1.1.2141.20190805","2019-08-05","2578","2026-08-26"
"acrylic-dns-proxy","2.2.1","2025-06-28","424","2026-08-26"
"acs-engine","0.26.3","2019-01-14","2781","2026-08-26"
"act-cli","0.2.89","2026-06-01","86","2026-08-26"
"action","4.48.1","2026-04-24","124","2026-08-26"
"actiona","3.10.0","2021-11-12","1748","2026-08-26"
"actiona.install","3.10.0","2021-11-12","1748","2026-08-26"
"actiona.portable","3.10.0","2021-11-12","1748","2026-08-26"
"Actionaz","3.9.4","2019-04-03","2702","2026-08-26"
"actionlint","1.7.12","2026-03-31","148","2026-08-26"
"activate-linux","1.1.0","2023-02-01","1302","2026-08-26"
"activator","1.2.12","2015-01-02","4254","2026-08-26"
"active-directory-photos","1.3.2","2019-01-24","2771","2026-08-26"
"activeexit","26.7.0","2026-07-17","40","2026-08-26"
"ActiveMQ","5.15.6.20180913","2018-09-13","2904","2026-08-26"
"ActivePerl","5.28.0","2020-12-08","2087","2026-08-26"
"ActivePerl-EqEmu-x86","","2014-06-24","4446","2026-08-26"
"activepresenter","10.5.1","2026-06-10","77","2026-08-26"
"ActiveTcl","8.6.4.1","2015-07-08","4067","2026-08-26"
"activitywatch","0.13.2","2024-10-05","690","2026-08-26"
"ActySystemStyleRule","","2013-11-21","4661","2026-08-26"
"acunetix-free","1.0.0.20240824","2024-08-24","732","2026-08-26"
"ad-acl-scanner","9.6.0","2026-07-08","49","2026-08-26"
"ad-awarefreeantivirus","11.12.945.9202","2017-09-12","3270","2026-08-26"
"ad-photo-edit-free","2.6.1.20161008","2016-10-15","3602","2026-08-26"
"ad-tidy-free","2.1.7","2016-11-14","3572","2026-08-26"
"adb","37.0.0","2026-04-19","129","2026-08-26"
"adblockplus-firefox","2.7.1","2016-01-26","3865","2026-08-26"
"adblockpluschrome","1.12.4","2016-12-08","3548","2026-08-26"
"adblockplusfirefox","0.0.0.2","2019-04-23","2682","2026-08-26"
"adblockplusie","1.4.0","2015-06-01","4104","2026-08-26"
"adblockplusopera","1.13.3","2017-09-12","3270","2026-08-26"
"addnewfile","3.5.135","2019-01-18","2777","2026-08-26"
"addo","0.9.0","2019-04-26","2679","2026-08-26"
"address-tagging-exchange","1.0.1","2016-11-14","3572","2026-08-26"
"addtoany-chrome","3.0.4","2017-02-02","3492","2026-08-26"
"adexplorer","1.52.0","2022-11-29","1366","2026-08-26"
"adguard-chrome","3.0.13","2019-05-08","2667","2026-08-26"
"adguardhome","0.107.79","2026-08-19","7","2026-08-26"
"adiirc","4.4.0","2024-05-09","839","2026-08-26"
"adinsight","1.20.0","2016-02-10","3850","2026-08-26"
"admbridge_signagelive","0.0.2","2020-04-30","2309","2026-08-26"
"admincenter","1.1.1902.25004","2019-03-05","2731","2026-08-26"
"adminservice","2.4.0","2020-07-24","2224","2026-08-26"
"admobilize-demo-app","0.1.10","2020-01-17","2413","2026-08-26"
"admobilize-desktop-ui","2.1.2","2021-03-22","1983","2026-08-26"
"admobilize-malos-vision","3.4.0","2023-09-26","1065","2026-08-26"
"admobilize-vision-service","1.5.2","2021-03-02","2003","2026-08-26"
"admprovider","3.0.30","2023-06-26","1157","2026-08-26"
"ado","0.1.0","2023-02-19","1284","2026-08-26"
"adobe-connect","2026.3.125","2026-06-03","84","2026-08-26"
"adobe-dnc","18.5.0","2026-08-14","12","2026-08-26"
"adobe-source-sans","3.52.0","2023-04-21","1223","2026-08-26"
"adobe-source-serif","4.5.0","2023-01-21","1313","2026-08-26"
"AdobeAIR","51.3.3.1","2026-06-16","71","2026-08-26"
"adobedigitaleditions","4.5.12","2023-07-17","1136","2026-08-26"
"adobereader","","2026-06-10","77","2026-08-26"
"adobereader-update","18.11.99999","2021-12-01","1729","2026-08-26"
"adobeshockwaveplayer","12.3.4.204","2019-04-25","2680","2026-08-26"
"adoptopenjdk","16.0.1.901","2022-01-23","1676","2026-08-26"
"adoptopenjdk-jmc","8.2.0","2022-03-31","1609","2026-08-26"
"adoptopenjdk11","11.0.11.901","2022-01-17","1682","2026-08-26"
"adoptopenjdk11jre","11.0.11.901","2022-01-17","1682","2026-08-26"
"adoptopenjdk11openj9","11.0.11.900","2021-04-23","1951","2026-08-26"
"adoptopenjdk11openj9jre","11.0.11.900","2021-04-22","1952","2026-08-26"
"adoptopenjdk12","12.0.2.10","2019-08-13","2570","2026-08-26"
"adoptopenjdk12jre","12.0.2.10","2019-08-13","2570","2026-08-26"
"adoptopenjdk12openj9","12.0.2.10","2019-09-04","2548","2026-08-26"
"adoptopenjdk12openj9jre","12.0.2.10","2019-09-04","2548","2026-08-26"
"adoptopenjdk13","13.102.8","2020-01-22","2408","2026-08-26"
"adoptopenjdk13jre","13.102.8","2020-01-22","2408","2026-08-26"
"adoptopenjdk13openj9","13.101.9","2019-10-23","2499","2026-08-26"
"adoptopenjdk13openj9jre","13.102.8","2020-01-22","2408","2026-08-26"
"adoptopenjdk14","14.0.2.1200","2020-09-27","2159","2026-08-26"
"adoptopenjdk14jre","14.0.2.1200","2020-09-27","2159","2026-08-26"
"adoptopenjdk14openj9","14.0.2.1200","2020-09-27","2159","2026-08-26"
"adoptopenjdk14openj9jre","14.0.2.1200","2020-09-27","2159","2026-08-26"
"AdoptOpenJDK15","15.0.2.700","2021-01-23","2041","2026-08-26"
"AdoptOpenJDK15jre","15.0.2.700","2021-01-23","2041","2026-08-26"
"AdoptOpenJDK15openj9","15.0.2.700","2021-01-23","2041","2026-08-26"
"AdoptOpenJDK15openj9jre","15.0.2.700","2021-01-23","2041","2026-08-26"
"AdoptOpenJDK16","16.0.1.900","2021-04-24","1950","2026-08-26"
"AdoptOpenJDK16jre","16.0.1.900","2021-04-24","1950","2026-08-26"
"AdoptOpenJDK16openj9","16.0.1.900","2021-04-24","1950","2026-08-26"
"AdoptOpenJDK16openj9jre","16.0.1.900","2021-04-24","1950","2026-08-26"
"adoptopenjdk8","8.292.10.901","2022-01-23","1676","2026-08-26"
"adoptopenjdk8jre","8.292.10.901","2022-01-23","1676","2026-08-26"
"adoptopenjdk8openj9","8.292.10","2021-04-23","1951","2026-08-26"
"adoptopenjdk8openj9jre","8.292.10","2021-04-23","1951","2026-08-26"
"adoptopenjdkjre","16.0.1.901","2022-01-23","1676","2026-08-26"
"adoptopenjdkopenj9","16.0.1.900","2021-04-23","1951","2026-08-26"
"adoptopenjdkopenj9jdk","12.0.1.12","2019-05-17","2658","2026-08-26"
"adoptopenjdkopenj9jre","16.0.1.900","2021-04-23","1951","2026-08-26"
"adreports","1.4.8","2023-01-14","1320","2026-08-26"
"adrestore","1.10.0","2016-02-10","3850","2026-08-26"
"advanced-bat-to-exe-converter","4.62.0","2025-03-04","540","2026-08-26"
"advanced-codecs","18.2.3","2024-01-19","950","2026-08-26"
"advanced-file-finder","5.0.0","2016-12-21","3535","2026-08-26"
"advanced-installer","23.9.0","2026-07-22","35","2026-08-26"
"advanced-ip-scanner","2.5.4594.1","2022-07-21","1497","2026-08-26"
"advanced-ipscanner","2.5.4594.99","2022-07-28","1490","2026-08-26"
"advanced-port-scanner","2.5.3869","2021-11-14","1746","2026-08-26"
"advanced-renamer","4.24.0","2026-08-13","13","2026-08-26"
"advanced-renamer.install","4.24.0","2026-08-12","14","2026-08-26"
"advanced-renamer.portable","3.95.4","2024-04-26","852","2026-08-26"
"advancedlogviewer","9.1.1.1","2022-03-07","1633","2026-08-26"
"advancedrun","1.51.0","2022-07-22","1496","2026-08-26"
"advancedsystemtweaker","2.0.0.20141128","2014-11-30","4287","2026-08-26"
"advor","0.3.1.2","2017-05-06","3399","2026-08-26"
"advtor","0.3.1.2","2017-05-06","3399","2026-08-26"
"adwcleaner","8.8.1.639","2026-05-13","105","2026-08-26"
"aegisub","3.4.2","2025-05-16","467","2026-08-26"
"aemulusmodmanager","6.6.0","2024-09-04","721","2026-08-26"
"aepctl","0.3.0","2021-06-14","1899","2026-08-26"
"aerion","0.3.2","2026-07-20","37","2026-08-26"
"aerion.install","0.3.3","2026-08-14","12","2026-08-26"
"aerion.portable","0.3.3","2026-08-14","12","2026-08-26"
"aeroadmin.portable","3.8.1.9","2026-06-26","61","2026-08-26"
"aerozoom","4.0.0.7","2019-07-24","2590","2026-08-26"
"AESCrypt","3.10.0","2016-10-18","3599","2026-08-26"
"aethersdr","26.7.1","2026-07-04","53","2026-08-26"
"aethersdr.install","26.7.1","2026-07-04","53","2026-08-26"
"aethersdr.portable","26.7.1","2026-07-04","53","2026-08-26"
"Afedteated","19.5.0.231","2026-08-14","12","2026-08-26"
"affine-client","0.26.3","2026-02-25","182","2026-08-26"
"ag","2.2.5","2022-01-17","1682","2026-08-26"
"age.portable","1.1.0","2022-12-26","1339","2026-08-26"
"agen","0.1.0","2019-04-25","2680","2026-08-26"
"agent-brain","0.1.3","2026-05-02","116","2026-08-26"
"agent-island","1.6.1","2026-07-15","42","2026-08-26"
"agentctl","0.5.1","2026-03-10","169","2026-08-26"
"agentdb","0.4.1","2026-06-19","68","2026-08-26"
"agenthub","0.2.6","2025-07-29","393","2026-08-26"
"agentless","1.2.0","2021-04-03","1971","2026-08-26"
"agentransack","2022.3562.0","2026-04-14","134","2026-08-26"
"agentsvn","2.77.0","2025-01-07","596","2026-08-26"
"agentsync","0.14.0","2026-08-01","25","2026-08-26"
"ags","3.5.1.27","2023-03-30","1245","2026-08-26"
"agwchateaux.portable","1.8.0","2021-11-30","1730","2026-08-26"
"agwinterm","0.17.4","2026-08-18","8","2026-08-26"
"agwmultiactivites.portable","1.2.7.20260103","2026-01-03","235","2026-08-26"
"ai-web-originalip","1.0.1","2018-10-22","2865","2026-08-26"
"aida64-business","8.35.8400","2026-07-28","29","2026-08-26"
"aida64-engineer","8.35.8400","2026-07-28","29","2026-08-26"
"aida64-extreme","8.35.8400","2026-07-28","29","2026-08-26"
"aida64-extreme.portable","8.0.8000","2025-09-21","339","2026-08-26"
"aida64-networkaudit","8.35.8400","2026-07-28","29","2026-08-26"
"aida64extreme","4.60.3100.20200730","2020-07-30","2218","2026-08-26"
"aimp","5.40.2716","2026-04-23","125","2026-08-26"
"aircall","3.1.2","2023-12-17","983","2026-08-26"
"aircall-workspace","1.13.16","2026-04-28","120","2026-08-26"
"airdroid","3.8.0.400","2025-03-12","532","2026-08-26"
"airexplorer","5.11.0","2026-07-27","30","2026-08-26"
"AirParrot-2","2.7.5.20220415","2022-04-16","1593","2026-08-26"
"AirParrot-3","3.1.8","2025-03-05","539","2026-08-26"
"airparrot2","2.7.5","2020-01-14","2416","2026-08-26"
"airserver","5.7.2","2025-07-29","393","2026-08-26"
"airship","2.6.3.20210417","2021-04-17","1957","2026-08-26"
"airshipper","0.14.0","2024-09-13","712","2026-08-26"
"airstream-futuropolis-regular-font","1.0.0","2018-07-25","2954","2026-08-26"
"airtame","4.12.0","2025-05-20","463","2026-08-26"
"airtest-ide","1.2.15.20230405","2023-05-12","1202","2026-08-26"
"aishot","0.1.3","2026-07-30","27","2026-08-26"
"ajour","1.3.2.20211105","2021-11-05","1755","2026-08-26"
"ajour-opengl","1.3.2.20211105","2021-11-05","1755","2026-08-26"
"akelpad","4.9.8","2018-12-22","2804","2026-08-26"
"aks-engine","0.71.0","2022-09-07","1449","2026-08-26"
"aks-engine-azurestack","0.80.2","2024-02-12","926","2026-08-26"
"aksctl","0.2.0","2020-01-13","2417","2026-08-26"
"alacritty","0.17.0","2026-05-20","98","2026-08-26"
"alacritty.install","0.17.0","2026-05-20","98","2026-08-26"
"alacritty.portable","0.17.0","2026-05-20","98","2026-08-26"
"alanstevens.utils","","2012-11-22","5025","2026-08-26"
"alanstevens.utils.vm","","2013-06-21","4814","2026-08-26"
"alanstevens.vs2012extensions","","2012-11-01","5046","2026-08-26"
"alanstevens.vsextensions","","2012-11-01","5046","2026-08-26"
"albumstomp","2.40.0","2024-05-18","830","2026-08-26"
"alcohol52-free","2.0.3.9326","2017-02-17","3477","2026-08-26"
"aleapp","2026.2.0","2026-07-25","32","2026-08-26"
"aleapp-gui","2026.2.0","2026-07-25","32","2026-08-26"
"alfen-ace-service-installer","4.2.0","2026-04-23","125","2026-08-26"
"algobox","1.1.1","2024-01-16","953","2026-08-26"
"algolia","1.16.0","2026-08-04","22","2026-08-26"
"aliengame","0.2.31","2016-01-19","3872","2026-08-26"
"alire","2.1.1","2026-05-29","89","2026-08-26"
"alist","3.29.1","2025-06-11","441","2026-08-26"
"aliyun-cli","3.4.11","2026-08-04","22","2026-08-26"
"all-in-one-messenger-hub","1.1.16","2026-08-20","6","2026-08-26"
"all-to-mp3","0.3.3","2017-09-29","3253","2026-08-26"
"allbrowsers","","2013-02-22","4933","2026-08-26"
"alldup","4.5.72","2025-12-20","249","2026-08-26"
"allow-block-remove-firewall","1.0.0","2016-11-10","3576","2026-08-26"
"allpairs","1.2.1.1","2017-02-14","3480","2026-08-26"
"allway-sync","22.0.1","2024-09-12","713","2026-08-26"
"allwemo","6.80.7780.31794","2021-10-27","1764","2026-08-26"
"almtoolkit","5.1.20","2025-11-05","294","2026-08-26"
"Alreader2","2.5.0","2021-06-08","1905","2026-08-26"
"alt-tab-terminator","6.7.0","2026-06-06","81","2026-08-26"
"altair-graphql","7.2.4","2024-07-11","776","2026-08-26"
"altap-salamander","4.0.0","2020-02-22","2377","2026-08-26"
"altcopy","1.0.7","2019-07-13","2601","2026-08-26"
"altdrag","1.461.0","2022-02-19","1649","2026-08-26"
"alternatestreamview","1.58.0","2023-01-28","1306","2026-08-26"
"altitude-msfs2020","1.13.0","2023-12-31","969","2026-08-26"
"altium-designer","21.1.0.24","2021-02-06","2027","2026-08-26"
"altools","1.0.0.20191219","2019-12-20","2441","2026-08-26"
"altoviz","1.0.2","2026-07-12","45","2026-08-26"
"altserver","1.4.7","2022-02-24","1644","2026-08-26"
"altserver.install","1.4.7","2022-02-24","1644","2026-08-26"
"altsnap","1.68.0","2026-07-11","46","2026-08-26"
"altstreamdump","1.5.0","2015-04-03","4163","2026-08-26"
"Amaya","","2013-12-24","4628","2026-08-26"
"amazingmarvin","1.41.2","2019-06-18","2626","2026-08-26"
"amazon-appstream","1.1.294","2021-06-30","1883","2026-08-26"
"amazon-appstream-usb","1.1.294","2021-06-30","1883","2026-08-26"
"amazon-assistant-chrome","10.1610.8.1201","2017-02-02","3492","2026-08-26"
"amazon-chime","5.23.31911","2024-05-03","845","2026-08-26"
"amazon-ecr-credential-helper","0.6.0","2022-01-29","1670","2026-08-26"
"amazon-music","9.5.2.2478","2024-06-06","811","2026-08-26"
"amazon-music-chrome","1.4.0","2017-01-16","3509","2026-08-26"
"amazon-photos","5.8.3.230","2019-03-21","2715","2026-08-26"
"amazon-workspaces","5.34.0.2800","2026-08-26","0","2026-08-26"
"amazondrive","5.6.0.102","2019-02-22","2742","2026-08-26"
"amazongames","2.3.8425.2","2023-01-02","1332","2026-08-26"
"amcacheparser","2026.5.0","2026-04-28","120","2026-08-26"
"amd-cleanup-utility","1.0.0.1","2025-12-06","263","2026-08-26"
"amd-ryzen-chipset","2026.7.30","2026-08-08","18","2026-08-26"
"amd-ryzen-master","2.14.1.3286","2024-10-30","665","2026-08-26"
"amd-software-adrenalin-edition","26.8.1","2026-08-20","6","2026-08-26"
"amethyst","2.1.5","2025-05-25","458","2026-08-26"
"amidst","4.7.0","2021-06-17","1896","2026-08-26"
"amiduos","2.0.8.8511","2016-10-08","3609","2026-08-26"
"Amiri","0.111.0","2018-07-22","2957","2026-08-26"
"ammyy-admin","3.10.0","2020-11-16","2109","2026-08-26"
"amneziavpn","5.0.1.5","2026-08-24","2","2026-08-26"
"amongus-extraroles","1.3.0","2021-02-15","2018","2026-08-26"
"amp","0.0.1753960840","2025-07-31","391","2026-08-26"
"amp-winoff","5.0.1","2021-03-25","1980","2026-08-26"
"amp-winoff.install","5.0.1","2021-03-25","1980","2026-08-26"
"amp-winoff.portable","5.0.1","2021-04-03","1971","2026-08-26"
"ampcast","0.9.31","2026-07-23","34","2026-08-26"
"ampfontviewer","3.8.6.20160708","2016-08-20","3658","2026-08-26"
"amsexplorer","5.8.3","2024-06-14","803","2026-08-26"
"amt","11.0.0","2019-02-27","2737","2026-08-26"
"amule","2.3.1","2015-03-30","4167","2026-08-26"
"amule.install","2.3.1","2015-03-30","4167","2026-08-26"
"amule.portable","2.3.1","2015-03-30","4167","2026-08-26"
"amulet","0.10.47","2025-12-05","264","2026-08-26"
"anaconda2","2019.10.0","2019-10-26","2496","2026-08-26"
"anaconda3","2026.7.0","2026-07-31","26","2026-08-26"
"analyzer2go","2.2.0","2021-08-23","1829","2026-08-26"
"anchor","0.1.12","2025-07-16","406","2026-08-26"
"android-insomnia-regular-font","1.0.0","2018-07-25","2954","2026-08-26"
"android-log-viewer","1.2.2","2019-11-16","2475","2026-08-26"
"android-messages-desktop","3.1.0","2022-10-28","1398","2026-08-26"
"android-ndk","27.2.12479018","2024-12-21","613","2026-08-26"
"android-sdk","26.1.1","2018-07-09","2970","2026-08-26"
"AndroidStudio","2025.2.3.9","2026-01-17","221","2026-08-26"
"angband","4.2.6","2025-12-17","252","2026-08-26"
"angry-birds-star-wars","0.38.6","2019-02-14","2750","2026-08-26"
"angryip","3.9.3","2025-11-11","288","2026-08-26"
"anita-terminal","12.2.0.1","2025-09-25","335","2026-08-26"
"AnkhSvn","2.5.12703","2015-08-06","4038","2026-08-26"
"anki","26.8.1","2026-08-23","3","2026-08-26"
"anmaniesmp","2.4.0","2024-05-30","818","2026-08-26"
"annatar","0.3.3","2018-01-11","3149","2026-08-26"
"annie","0.11.0","2021-10-08","1783","2026-08-26"
"anodizer","0.12.0","2026-06-24","63","2026-08-26"
"AnonymousPro","2014.12.31","2015-01-03","4253","2026-08-26"
"anote","4.2.4","2017-07-31","3313","2026-08-26"
"another-redis-desktop-manager","1.7.4","2026-08-20","6","2026-08-26"
"ansiblevaultcmd","1.0.0","2018-11-30","2826","2026-08-26"
"ansicon","1.66.0.20150407","2015-04-08","4158","2026-08-26"
"ansifilter","2.20.0","2023-06-18","1165","2026-08-26"
"ant","1.10.17","2026-04-11","137","2026-08-26"
"ant-commander-personal","6.3.0","2026-08-10","16","2026-08-26"
"ant-commander-pro","6.3.0","2026-08-10","16","2026-08-26"
"ant-renamer","2.13.0","2025-07-03","419","2026-08-26"
"antelopeio-dune","1.1.0","2023-05-24","1190","2026-08-26"
"antidupl","2.3.13","2026-04-02","146","2026-08-26"
"antigravity","2.10.0","2026-08-25","1","2026-08-26"
"antigravity-cli","1.1.21","2026-08-26","0","2026-08-26"
"antigravity-ide","2.5.5","2026-08-13","13","2026-08-26"
"antimicro","2.24.0","2023-01-10","1324","2026-08-26"
"antimicro.install","2.24.0","2023-01-10","1324","2026-08-26"
"antimicro.portable","2.23.0","2017-01-17","3508","2026-08-26"
"antlr4","4.7.2","2019-01-15","2780","2026-08-26"
"antlrworks2","2.1.0","2017-07-11","3333","2026-08-26"
"anvide-seal-folder","5.30.0","2016-12-30","3526","2026-08-26"
"any2ico","2.4.0","2018-12-24","2802","2026-08-26"
"any2ico.portable","2.4.0","2018-12-24","2802","2026-08-26"
"anycubic-slicer-next","1.4.1.2","2026-06-26","61","2026-08-26"
"anydesk","9.7.15","2026-08-18","8","2026-08-26"
"anydesk.install","9.7.15","2026-08-18","8","2026-08-26"
"anydesk.portable","9.7.15","2026-08-18","8","2026-08-26"
"anypointstudio","","2026-08-18","8","2026-08-26"
"anyquery","0.5.0","2026-08-06","20","2026-08-26"
"AnyRail6","7.22.4","2026-08-20","6","2026-08-26"
"anystream","1.7.1","2023-12-20","980","2026-08-26"
"anytoiso","3.9.7","2024-01-02","967","2026-08-26"
"anytype","0.53.1","2026-01-05","233","2026-08-26"
"anyvideoconverter","9.0.6","2024-12-19","615","2026-08-26"
"aow","0.1.5","2021-04-01","1973","2026-08-26"
"ap","0.1.0","2026-02-26","181","2026-08-26"
"apache-cassandra","5.0.9","2026-08-07","19","2026-08-26"
"apache-fop","2.6.0","2021-12-03","1727","2026-08-26"
"apache-httpd","2.4.55","2023-02-24","1279","2026-08-26"
"apache-netbeans.portable","22.0.1","2024-08-02","754","2026-08-26"
"apache-zookeeper","3.4.9","2016-12-20","3536","2026-08-26"
"ApacheCommonsDaemon","","2014-07-23","4417","2026-08-26"
"apacheds","2.0.0.19","2015-01-03","4253","2026-08-26"
"ape","3.1.256","2020-01-21","2409","2026-08-26"
"aperture","0.3.0","2026-07-28","29","2026-08-26"
"apimonitor","2.13.0.20210213","2021-02-13","2020","2026-08-26"
"apincoree-vsix","3.9.0","2019-09-07","2545","2026-08-26"
"apincorepywr-vsix","1.2.0","2019-09-30","2522","2026-08-26"
"apkrepatcher","1.1.0","2020-05-20","2289","2026-08-26"
"apkshellext","2.0.7","2021-08-20","1832","2026-08-26"
"apktool","3.0.3","2026-07-25","32","2026-08-26"
"apo-ok","6.44.0","2026-05-13","105","2026-08-26"
"apo-ok.install","6.44.0","2026-05-13","105","2026-08-26"
"apo-ok.portable","6.44.0","2026-05-13","105","2026-08-26"
"apollo","0.4.6","2025-09-29","331","2026-08-26"
"app-shop","1.0.31","2018-02-19","3110","2026-08-26"
"appaudioconfig","1.16.0","2021-10-18","1773","2026-08-26"
"appcharger","1.0.6","2018-02-19","3110","2026-08-26"
"appcompat-cacheparser","2026.5.0","2026-04-28","120","2026-08-26"
"appcrashview","1.35.0","2023-10-15","1046","2026-08-26"
"appease.client.powershell","0.0.88","2015-04-04","4162","2026-08-26"
"appfabric","","2014-03-27","4535","2026-08-26"
"appfabric.caching","1.1.0","2013-03-25","4902","2026-08-26"
"appharborcli.install","1.2.0","2013-07-01","4804","2026-08-26"
"appinstallrecorder","1.0.0.20161105","2016-11-05","3581","2026-08-26"
"appium-desktop","1.20.2","2021-04-13","1961","2026-08-26"
"Apple_Airport_Utility","","2013-09-28","4715","2026-08-26"
"applet-runner-pro","2.19.0","2026-02-05","202","2026-08-26"
"applicationcompatibilitytoolkit","5.6.0","2015-07-10","4065","2026-08-26"
"apprenti-geometre","2.7.1","2026-06-09","78","2026-08-26"
"appswitcher","0.1.1","2025-08-13","378","2026-08-26"
"appverifier","4.0.665","2015-07-01","4074","2026-08-26"
"appveyor-evu","1.0.0","2017-08-07","3306","2026-08-26"
"appveyor-server","7.0.3212","2022-04-04","1605","2026-08-26"
"appveyorbyoc.powershell","1.0.194","2026-01-30","208","2026-08-26"
"appvmanage","4.0.0","2015-04-30","4136","2026-08-26"
